LAUS Code,State FIPS,County FIPS,County Name/State Abbreviation,Period,Force,Employed,Unemployed,rate
CN1706300000000,17,063,"Grundy County, IL",May-19,"25,281     ","24,283     ",998     ,3.9
CN1706500000000,17,065,"Hamilton County, IL",May-19,"4,531     ","4,396     ",135     ,3.0
CN1706700000000,17,067,"Hancock County, IL",May-19,"8,612     ","8,295     ",317     ,3.7
CN1706900000000,17,069,"Hardin County, IL",May-19,"1,315     ","1,239     ",76     ,5.8
CN1707100000000,17,071,"Henderson County, IL",May-19,"3,714     ","3,562     ",152     ,4.1
CN1707300000000,17,073,"Henry County, IL",May-19,"25,280     ","24,288     ",992     ,3.9
CN1707500000000,17,075,"Iroquois County, IL",May-19,"14,657     ","14,173     ",484     ,3.3
CN1707700000000,17,077,"Jackson County, IL",May-19,"27,867     ","26,976     ",891     ,3.2
CN1707900000000,17,079,"Jasper County, IL",May-19,"4,805     ","4,641     ",164     ,3.4
CN1708100000000,17,081,"Jefferson County, IL",May-19,"17,309     ","16,636     ",673     ,3.9
CN1708300000000,17,083,"Jersey County, IL",May-19,"11,024     ","10,598     ",426     ,3.9
CN1708500000000,17,085,"Jo Daviess County, IL",May-19,"11,134     ","10,839     ",295     ,2.6
CN1708700000000,17,087,"Johnson County, IL",May-19,"4,133     ","3,931     ",202     ,4.9
CN1708900000000,17,089,"Kane County, IL",May-19,"272,469     ","262,868     ","9,601     ",3.5
CN1709100000000,17,091,"Kankakee County, IL",May-19,"55,598     ","53,373     ","2,225     ",4.0
CN1709300000000,17,093,"Kendall County, IL",May-19,"68,171     ","66,187     ","1,984     ",2.9
CN1709500000000,17,095,"Knox County, IL",May-19,"22,178     ","21,274     ",904     ,4.1
CN1709700000000,17,097,"Lake County, IL",May-19,"375,261     ","362,928     ","12,333     ",3.3
CN1709900000000,17,099,"LaSalle County, IL",May-19,"54,892     ","52,514     ","2,378     ",4.3
CN1710100000000,17,101,"Lawrence County, IL",May-19,"5,935     ","5,669     ",266     ,4.5
CN1710300000000,17,103,"Lee County, IL",May-19,"17,658     ","17,047     ",611     ,3.5
CN1710500000000,17,105,"Livingston County, IL",May-19,"16,827     ","16,252     ",575     ,3.4
CN1710700000000,17,107,"Logan County, IL",May-19,"12,910     ","12,423     ",487     ,3.8
CN1710900000000,17,109,"McDonough County, IL",May-19,"13,834     ","13,315     ",519     ,3.8
CN1711100000000,17,111,"McHenry County, IL",May-19,"164,558     ","159,721     ","4,837     ",2.9
CN1711300000000,17,113,"McLean County, IL",May-19,"88,117     ","85,371     ","2,746     ",3.1
CN1711500000000,17,115,"Macon County, IL",May-19,"49,294     ","47,176     ","2,118     ",4.3
CN1711700000000,17,117,"Macoupin County, IL",May-19,"23,108     ","22,311     ",797     ,3.4
CN1711900000000,17,119,"Madison County, IL",May-19,"134,165     ","129,775     ","4,390     ",3.3
CN1712100000000,17,121,"Marion County, IL",May-19,"17,762     ","17,073     ",689     ,3.9
CN1712300000000,17,123,"Marshall County, IL",May-19,"5,419     ","5,208     ",211     ,3.9
CN1712500000000,17,125,"Mason County, IL",May-19,"6,443     ","6,163     ",280     ,4.3
CN1712700000000,17,127,"Massac County, IL",May-19,"5,639     ","5,360     ",279     ,4.9
CN1712900000000,17,129,"Menard County, IL",May-19,"6,556     ","6,358     ",198     ,3.0
CN1713100000000,17,131,"Mercer County, IL",May-19,"8,202     ","7,892     ",310     ,3.8
CN1713300000000,17,133,"Monroe County, IL",May-19,"18,829     ","18,354     ",475     ,2.5
CN1713500000000,17,135,"Montgomery County, IL",May-19,"11,919     ","11,439     ",480     ,4.0
CN1713700000000,17,137,"Morgan County, IL",May-19,"16,686     ","16,146     ",540     ,3.2
CN1713900000000,17,139,"Moultrie County, IL",May-19,"7,631     ","7,413     ",218     ,2.9
CN1714100000000,17,141,"Ogle County, IL",May-19,"25,250     ","24,231     ","1,019     ",4.0
CN1714300000000,17,143,"Peoria County, IL",May-19,"85,192     ","81,568     ","3,624     ",4.3
CN1714500000000,17,145,"Perry County, IL",May-19,"8,454     ","8,093     ",361     ,4.3
CN1714700000000,17,147,"Piatt County, IL",May-19,"8,722     ","8,470     ",252     ,2.9
CN1714900000000,17,149,"Pike County, IL",May-19,"7,278     ","7,037     ",241     ,3.3
CN1715100000000,17,151,"Pope County, IL",May-19,"1,725     ","1,641     ",84     ,4.9
CN1715300000000,17,153,"Pulaski County, IL",May-19,"1,996     ","1,889     ",107     ,5.4
CN1715500000000,17,155,"Putnam County, IL",May-19,"3,058     ","2,936     ",122     ,4.0
CN1715700000000,17,157,"Randolph County, IL",May-19,"14,397     ","13,967     ",430     ,3.0
CN1715900000000,17,159,"Richland County, IL",May-19,"7,351     ","7,102     ",249     ,3.4
CN1716100000000,17,161,"Rock Island County, IL",May-19,"71,566     ","68,578     ","2,988     ",4.2
CN1716300000000,17,163,"St. Clair County, IL",May-19,"126,456     ","121,668     ","4,788     ",3.8
CN1716500000000,17,165,"Saline County, IL",May-19,"9,738     ","9,300     ",438     ,4.5
CN1716700000000,17,167,"Sangamon County, IL",May-19,"101,270     ","97,921     ","3,349     ",3.3
CN1716900000000,17,169,"Schuyler County, IL",May-19,"3,366     ","3,273     ",93     ,2.8
CN1717100000000,17,171,"Scott County, IL",May-19,"2,542     ","2,454     ",88     ,3.5
CN1717300000000,17,173,"Shelby County, IL",May-19,"10,891     ","10,546     ",345     ,3.2
CN1717500000000,17,175,"Stark County, IL",May-19,"2,600     ","2,478     ",122     ,4.7
CN1717700000000,17,177,"Stephenson County, IL",May-19,"22,122     ","21,311     ",811     ,3.7
CN1717900000000,17,179,"Tazewell County, IL",May-19,"64,109     ","61,872     ","2,237     ",3.5
CN1718100000000,17,181,"Union County, IL",May-19,"7,527     ","7,167     ",360     ,4.8
CN1718300000000,17,183,"Vermilion County, IL",May-19,"33,026     ","31,630     ","1,396     ",4.2
CN1718500000000,17,185,"Wabash County, IL",May-19,"5,865     ","5,670     ",195     ,3.3
CN1718700000000,17,187,"Warren County, IL",May-19,"8,740     ","8,416     ",324     ,3.7
CN1718900000000,17,189,"Washington County, IL",May-19,"10,366     ","10,168     ",198     ,1.9
CN1719100000000,17,191,"Wayne County, IL",May-19,"7,157     ","6,872     ",285     ,4.0
CN1719300000000,17,193,"White County, IL",May-19,"6,715     ","6,499     ",216     ,3.2
CN1719500000000,17,195,"Whiteside County, IL",May-19,"28,859     ","27,877     ",982     ,3.4
CN1719700000000,17,197,"Will County, IL",May-19,"354,714     ","342,512     ","12,202     ",3.4
CN1719900000000,17,199,"Williamson County, IL",May-19,"31,799     ","30,665     ","1,134     ",3.6
CN1720100000000,17,201,"Winnebago County, IL",May-19,"139,169     ","132,018     ","7,151     ",5.1
CN1720300000000,17,203,"Woodford County, IL",May-19,"18,955     ","18,373     ",582     ,3.1
CN1800100000000,18,001,"Adams County, IN",May-19,"17,349     ","16,944     ",405     ,2.3
CN1800300000000,18,003,"Allen County, IN",May-19,"185,976     ","180,812     ","5,164     ",2.8
CN1800500000000,18,005,"Bartholomew County, IN",May-19,"44,899     ","43,871     ","1,028     ",2.3
CN1800700000000,18,007,"Benton County, IN",May-19,"4,662     ","4,531     ",131     ,2.8
CN1800900000000,18,009,"Blackford County, IN",May-19,"5,037     ","4,873     ",164     ,3.3
CN1801100000000,18,011,"Boone County, IN",May-19,"36,470     ","35,640     ",830     ,2.3
CN1801300000000,18,013,"Brown County, IN",May-19,"7,746     ","7,538     ",208     ,2.7
CN1801500000000,18,015,"Carroll County, IN",May-19,"10,379     ","10,111     ",268     ,2.6
CN1801700000000,18,017,"Cass County, IN",May-19,"18,314     ","17,767     ",547     ,3.0
CN1801900000000,18,019,"Clark County, IN",May-19,"61,410     ","59,537     ","1,873     ",3.0
CN1802100000000,18,021,"Clay County, IN",May-19,"12,149     ","11,774     ",375     ,3.1
CN1802300000000,18,023,"Clinton County, IN",May-19,"17,283     ","16,876     ",407     ,2.4
CN1802500000000,18,025,"Crawford County, IN",May-19,"4,834     ","4,673     ",161     ,3.3
CN1802700000000,18,027,"Daviess County, IN",May-19,"16,827     ","16,428     ",399     ,2.4
CN1802900000000,18,029,"Dearborn County, IN",May-19,"25,839     ","25,013     ",826     ,3.2
CN1803100000000,18,031,"Decatur County, IN",May-19,"15,314     ","14,924     ",390     ,2.5
CN1803300000000,18,033,"DeKalb County, IN",May-19,"22,742     ","22,180     ",562     ,2.5
CN1803500000000,18,035,"Delaware County, IN",May-19,"53,492     ","51,612     ","1,880     ",3.5
CN1803700000000,18,037,"Dubois County, IN",May-19,"23,252     ","22,750     ",502     ,2.2
CN1803900000000,18,039,"Elkhart County, IN",May-19,"113,356     ","110,266     ","3,090     ",2.7
CN1804100000000,18,041,"Fayette County, IN",May-19,"8,815     ","8,465     ",350     ,4.0
CN1804300000000,18,043,"Floyd County, IN",May-19,"41,490     ","40,293     ","1,197     ",2.9
CN1804500000000,18,045,"Fountain County, IN",May-19,"8,154     ","7,901     ",253     ,3.1
CN1804700000000,18,047,"Franklin County, IN",May-19,"11,596     ","11,257     ",339     ,2.9
CN1804900000000,18,049,"Fulton County, IN",May-19,"10,043     ","9,776     ",267     ,2.7
CN1805100000000,18,051,"Gibson County, IN",May-19,"19,354     ","18,912     ",442     ,2.3
CN1805300000000,18,053,"Grant County, IN",May-19,"32,091     ","31,054     ","1,037     ",3.2
CN1805500000000,18,055,"Greene County, IN",May-19,"13,806     ","13,315     ",491     ,3.6
CN1805700000000,18,057,"Hamilton County, IN",May-19,"184,182     ","179,855     ","4,327     ",2.3
CN1805900000000,18,059,"Hancock County, IN",May-19,"40,417     ","39,356     ","1,061     ",2.6
CN1806100000000,18,061,"Harrison County, IN",May-19,"20,239     ","19,659     ",580     ,2.9
CN1806300000000,18,063,"Hendricks County, IN",May-19,"90,077     ","87,849     ","2,228     ",2.5
CN1806500000000,18,065,"Henry County, IN",May-19,"22,032     ","21,375     ",657     ,3.0
CN1806700000000,18,067,"Howard County, IN",May-19,"36,160     ","34,947     ","1,213     ",3.4
CN1806900000000,18,069,"Huntington County, IN",May-19,"18,289     ","17,758     ",531     ,2.9
CN1807100000000,18,071,"Jackson County, IN",May-19,"22,861     ","22,294     ",567     ,2.5
CN1807300000000,18,073,"Jasper County, IN",May-19,"16,493     ","16,002     ",491     ,3.0
CN1807500000000,18,075,"Jay County, IN",May-19,"9,491     ","9,232     ",259     ,2.7
CN1807700000000,18,077,"Jefferson County, IN",May-19,"15,143     ","14,686     ",457     ,3.0
CN1807900000000,18,079,"Jennings County, IN",May-19,"13,441     ","13,054     ",387     ,2.9
CN1808100000000,18,081,"Johnson County, IN",May-19,"83,177     ","81,136     ","2,041     ",2.5
CN1808300000000,18,083,"Knox County, IN",May-19,"18,314     ","17,802     ",512     ,2.8
CN1808500000000,18,085,"Kosciusko County, IN",May-19,"42,705     ","41,651     ","1,054     ",2.5
CN1808700000000,18,087,"LaGrange County, IN",May-19,"20,426     ","19,918     ",508     ,2.5
CN1808900000000,18,089,"Lake County, IN",May-19,"231,078     ","221,552     ","9,526     ",4.1
CN1809100000000,18,091,"LaPorte County, IN",May-19,"48,002     ","46,245     ","1,757     ",3.7
CN1809300000000,18,093,"Lawrence County, IN",May-19,"21,270     ","20,581     ",689     ,3.2
CN1809500000000,18,095,"Madison County, IN",May-19,"59,239     ","57,311     ","1,928     ",3.3
CN1809700000000,18,097,"Marion County, IN",May-19,"490,841     ","476,103     ","14,738     ",3.0
CN1809900000000,18,099,"Marshall County, IN",May-19,"23,450     ","22,805     ",645     ,2.8
CN1810100000000,18,101,"Martin County, IN",May-19,"5,384     ","5,250     ",134     ,2.5
CN1810300000000,18,103,"Miami County, IN",May-19,"15,629     ","15,124     ",505     ,3.2
CN1810500000000,18,105,"Monroe County, IN",May-19,"70,883     ","68,756     ","2,127     ",3.0
CN1810700000000,18,107,"Montgomery County, IN",May-19,"18,852     ","18,334     ",518     ,2.7
CN1810900000000,18,109,"Morgan County, IN",May-19,"36,471     ","35,445     ","1,026     ",2.8
CN1811100000000,18,111,"Newton County, IN",May-19,"7,061     ","6,836     ",225     ,3.2
CN1811300000000,18,113,"Noble County, IN",May-19,"23,807     ","23,168     ",639     ,2.7
CN1811500000000,18,115,"Ohio County, IN",May-19,"3,180     ","3,084     ",96     ,3.0
CN1811700000000,18,117,"Orange County, IN",May-19,"8,597     ","8,323     ",274     ,3.2
CN1811900000000,18,119,"Owen County, IN",May-19,"9,509     ","9,180     ",329     ,3.5
CN1812100000000,18,121,"Parke County, IN",May-19,"7,259     ","7,019     ",240     ,3.3
CN1812300000000,18,123,"Perry County, IN",May-19,"9,255     ","8,988     ",267     ,2.9
CN1812500000000,18,125,"Pike County, IN",May-19,"6,120     ","5,936     ",184     ,3.0
CN1812700000000,18,127,"Porter County, IN",May-19,"87,313     ","84,513     ","2,800     ",3.2
CN1812900000000,18,129,"Posey County, IN",May-19,"13,625     ","13,289     ",336     ,2.5
CN1813100000000,18,131,"Pulaski County, IN",May-19,"6,645     ","6,466     ",179     ,2.7
CN1813300000000,18,133,"Putnam County, IN",May-19,"16,866     ","16,337     ",529     ,3.1
CN1813500000000,18,135,"Randolph County, IN",May-19,"11,522     ","11,160     ",362     ,3.1
CN1813700000000,18,137,"Ripley County, IN",May-19,"14,331     ","13,926     ",405     ,2.8
CN1813900000000,18,139,"Rush County, IN",May-19,"9,148     ","8,931     ",217     ,2.4
CN1814100000000,18,141,"St. Joseph County, IN",May-19,"136,585     ","132,205     ","4,380     ",3.2
CN1814300000000,18,143,"Scott County, IN",May-19,"10,535     ","10,178     ",357     ,3.4
CN1814500000000,18,145,"Shelby County, IN",May-19,"23,240     ","22,636     ",604     ,2.6
CN1814700000000,18,147,"Spencer County, IN",May-19,"11,451     ","11,148     ",303     ,2.6
CN1814900000000,18,149,"Starke County, IN",May-19,"10,098     ","9,727     ",371     ,3.7
CN1815100000000,18,151,"Steuben County, IN",May-19,"20,269     ","19,784     ",485     ,2.4
CN1815300000000,18,153,"Sullivan County, IN",May-19,"8,499     ","8,167     ",332     ,3.9
CN1815500000000,18,155,"Switzerland County, IN",May-19,"5,040     ","4,894     ",146     ,2.9
CN1815700000000,18,157,"Tippecanoe County, IN",May-19,"99,035     ","96,399     ","2,636     ",2.7
CN1815900000000,18,159,"Tipton County, IN",May-19,"9,458     ","9,235     ",223     ,2.4
CN1816100000000,18,161,"Union County, IN",May-19,"3,577     ","3,476     ",101     ,2.8
CN1816300000000,18,163,"Vanderburgh County, IN",May-19,"93,951     ","91,303     ","2,648     ",2.8
CN1816500000000,18,165,"Vermillion County, IN",May-19,"7,068     ","6,742     ",326     ,4.6
CN1816700000000,18,167,"Vigo County, IN",May-19,"48,406     ","46,561     ","1,845     ",3.8
CN1816900000000,18,169,"Wabash County, IN",May-19,"15,276     ","14,857     ",419     ,2.7
CN1817100000000,18,171,"Warren County, IN",May-19,"4,279     ","4,166     ",113     ,2.6
CN1817300000000,18,173,"Warrick County, IN",May-19,"32,891     ","32,012     ",879     ,2.7
CN1817500000000,18,175,"Washington County, IN",May-19,"13,796     ","13,401     ",395     ,2.9
CN1817700000000,18,177,"Wayne County, IN",May-19,"31,113     ","30,117     ",996     ,3.2
CN1817900000000,18,179,"Wells County, IN",May-19,"14,555     ","14,211     ",344     ,2.4
CN1818100000000,18,181,"White County, IN",May-19,"13,786     ","13,463     ",323     ,2.3
CN1818300000000,18,183,"Whitley County, IN",May-19,"17,860     ","17,388     ",472     ,2.6
CN1900100000000,19,001,"Adair County, IA",May-19,"4,286     ","4,199     ",87     ,2.0
CN1900300000000,19,003,"Adams County, IA",May-19,"2,225     ","2,188     ",37     ,1.7
CN1900500000000,19,005,"Allamakee County, IA",May-19,"7,402     ","7,204     ",198     ,2.7
CN1900700000000,19,007,"Appanoose County, IA",May-19,"6,072     ","5,896     ",176     ,2.9
CN1900900000000,19,009,"Audubon County, IA",May-19,"3,149     ","3,084     ",65     ,2.1
CN1901100000000,19,011,"Benton County, IA",May-19,"13,583     ","13,255     ",328     ,2.4
CN1901300000000,19,013,"Black Hawk County, IA",May-19,"70,007     ","68,157     ","1,850     ",2.6
CN1901500000000,19,015,"Boone County, IA",May-19,"15,117     ","14,786     ",331     ,2.2
CN1901700000000,19,017,"Bremer County, IA",May-19,"14,053     ","13,768     ",285     ,2.0
CN1901900000000,19,019,"Buchanan County, IA",May-19,"11,357     ","11,096     ",261     ,2.3
CN1902100000000,19,021,"Buena Vista County, IA",May-19,"11,887     ","11,657     ",230     ,1.9
CN1902300000000,19,023,"Butler County, IA",May-19,"7,952     ","7,746     ",206     ,2.6
CN1902500000000,19,025,"Calhoun County, IA",May-19,"4,365     ","4,256     ",109     ,2.5
CN1902700000000,19,027,"Carroll County, IA",May-19,"11,014     ","10,805     ",209     ,1.9
CN1902900000000,19,029,"Cass County, IA",May-19,"6,987     ","6,821     ",166     ,2.4
CN1903100000000,19,031,"Cedar County, IA",May-19,"11,001     ","10,767     ",234     ,2.1
CN1903300000000,19,033,"Cerro Gordo County, IA",May-19,"23,846     ","23,263     ",583     ,2.4
CN1903500000000,19,035,"Cherokee County, IA",May-19,"6,151     ","6,000     ",151     ,2.5
CN1903700000000,19,037,"Chickasaw County, IA",May-19,"6,520     ","6,366     ",154     ,2.4
CN1903900000000,19,039,"Clarke County, IA",May-19,"4,872     ","4,744     ",128     ,2.6
CN1904100000000,19,041,"Clay County, IA",May-19,"8,534     ","8,322     ",212     ,2.5
CN1904300000000,19,043,"Clayton County, IA",May-19,"10,230     ","9,976     ",254     ,2.5
CN1904500000000,19,045,"Clinton County, IA",May-19,"22,941     ","22,237     ",704     ,3.1
CN1904700000000,19,047,"Crawford County, IA",May-19,"8,139     ","7,905     ",234     ,2.9
CN1904900000000,19,049,"Dallas County, IA",May-19,"49,996     ","49,067     ",929     ,1.9
CN1905100000000,19,051,"Davis County, IA",May-19,"4,184     ","4,091     ",93     ,2.2
CN1905300000000,19,053,"Decatur County, IA",May-19,"4,425     ","4,333     ",92     ,2.1
CN1905500000000,19,055,"Delaware County, IA",May-19,"10,665     ","10,461     ",204     ,1.9
CN1905700000000,19,057,"Des Moines County, IA",May-19,"19,681     ","18,974     ",707     ,3.6
CN1905900000000,19,059,"Dickinson County, IA",May-19,"10,218     ","9,983     ",235     ,2.3
CN1906100000000,19,061,"Dubuque County, IA",May-19,"56,823     ","55,638     ","1,185     ",2.1
CN1906300000000,19,063,"Emmet County, IA",May-19,"5,290     ","5,169     ",121     ,2.3
CN1906500000000,19,065,"Fayette County, IA",May-19,"10,834     ","10,516     ",318     ,2.9
CN1906700000000,19,067,"Floyd County, IA",May-19,"8,900     ","8,677     ",223     ,2.5
